customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_fiber optic,InternetService_no,Contract_one year,Contract_two year,PaymentMethod_credit card (automatic),PaymentMethod_electronic check,PaymentMethod_mailed check
6773-lqtvt,1,1,1,1,0.3943661971830986,0,0,0,1,1,0,0,0,1,0.1731343283582089,0.11612624048003695,0,0,0,0,0,0,0,1
6855-vlgos,0,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0.02288557213930348,0.16313754904223401,0,0,1,0,1,0,1,0
4987-gqwpo,0,0,0,0,0.22535211267605634,0,0,0,0,0,0,0,0,0,0.0681592039800995,0.042003231017770606,0,0,0,0,0,1,0,0
7663-yjhsn,1,0,1,0,1.0,1,1,1,1,1,1,1,0,1,0.8527363184079603,0.8698476805908146,0,1,0,0,1,0,0,0
5673-tiyib,0,0,0,0,0.014084507042253521,0,0,0,1,1,1,0,0,1,0.22039800995024872,0.0067332102469420735,1,0,0,0,0,1,0,0
7636-xuhww,0,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,1,0.01641791044776117,0.0017193630279252253,0,0,1,0,0,1,0,0
2243-fnmmi,0,0,0,0,0.26760563380281693,1,0,0,0,0,0,0,0,0,0.011442786069651711,0.04576505885068082,0,0,1,0,0,0,0,1
2380-damqp,1,0,1,0,1.0,1,1,1,1,1,1,1,1,0,0.9641791044776119,0.9613316408954536,0,1,0,0,1,0,1,0
2676-oxppq,0,0,0,0,0.07042253521126761,1,0,1,1,0,0,0,0,1,0.372636815920398,0.03656242787906762,0,0,0,0,0,0,0,0
6000-uklwi,0,0,0,0,0.5633802816901409,1,0,0,0,0,0,0,0,0,0.018905472636815884,0.0904165705054235,0,0,1,0,1,0,0,1
4588-ybnib,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.013432835820895522,9.231479344564949e-05,1,0,1,0,0,0,0,1
8107-rzlnv,0,0,1,0,1.0,1,1,0,1,1,0,1,1,1,0.8761194029850746,0.8708227555965844,0,1,0,0,1,0,0,0
7711-yijwc,0,0,1,1,0.8450704225352113,1,0,1,1,1,1,1,1,0,0.6631840796019901,0.6053196399723055,0,0,0,1,0,0,0,0
2403-bcasl,0,1,1,1,0.5633802816901409,1,1,0,1,1,1,1,1,1,0.9323383084577114,0.521128548349873,1,1,0,1,0,0,1,0
3313-qknkb,0,0,1,0,0.8169014084507042,1,1,0,0,0,0,0,1,0,0.6696517412935323,0.5845661204708054,1,1,0,1,0,0,1,0
6807-siwji,0,0,0,0,0.5211267605633804,1,1,1,1,0,0,1,1,1,0.861691542288557,0.44639395338102933,0,1,0,1,0,0,1,0
5816-jmlgy,1,0,1,1,0.971830985915493,1,0,0,1,1,1,1,1,1,0.618407960199005,0.6576332794830372,0,0,0,0,1,0,0,0
4983-ccwmc,0,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,1,0.5109452736318407,0.02176321255481191,0,1,0,0,0,0,0,1
5832-trlpb,0,0,0,0,0.3943661971830986,1,0,0,0,1,1,1,1,1,0.5681592039800994,0.2567620586198938,0,0,0,1,0,0,0,0
3486-hoogq,1,0,1,1,0.971830985915493,1,1,1,1,1,1,1,0,0,0.6114427860696517,0.6605700438495269,0,0,0,0,1,0,0,0
2514-ginmm,0,0,0,0,0.0,1,0,0,0,0,0,1,0,1,0.6094527363184079,0.007004384952688669,1,1,0,0,0,0,1,0
7779-lgovn,0,1,1,0,0.1267605633802817,1,1,0,0,0,0,0,1,1,0.6805970149253732,0.09668243711054697,1,1,0,0,0,0,1,0
9058-hrzsv,1,1,1,0,0.9014084507042254,1,0,1,1,1,0,0,1,0,0.7577114427860697,0.7047484421878606,0,1,0,0,0,0,1,0
0556-fjegu,0,0,0,0,0.8028169014084507,1,0,0,1,1,1,1,0,0,0.5159203980099502,0.4650530810062312,0,0,0,0,1,0,0,0
3191-csnmg,1,0,1,1,0.02816901408450704,1,0,0,0,0,0,1,0,1,0.6213930348258706,0.025461573967228247,0,1,0,0,0,0,1,0
8883-grdwq,0,1,0,0,0.26760563380281693,1,0,1,0,0,1,0,0,0,0.35572139303482586,0.1196745903531041,0,0,0,1,0,0,0,1
8883-anodq,1,0,1,1,0.943661971830986,1,1,0,1,1,0,0,0,1,0.6582089552238807,0.6609681513962613,0,1,0,0,1,1,0,0
1813-jywto,1,0,1,0,1.0,1,1,1,0,0,0,0,0,0,0.618905472636816,0.6599123009462267,0,1,0,0,1,0,0,0
5498-txhlf,1,0,1,1,0.46478873239436624,1,1,0,0,1,0,1,0,0,0.6885572139303483,0.3294888068312947,1,1,0,0,0,0,1,0
7427-aufpy,0,0,0,0,0.7464788732394366,1,0,0,0,0,0,0,0,0,0.013930348258706454,0.11422801753981077,0,0,1,0,1,1,0,0
7310-egvhz,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.019402985074626844,0.0001615508885298867,0,0,1,0,0,0,0,0
9251-awqgt,1,0,1,1,0.6619718309859155,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.10582737133625664,0,0,1,0,1,0,0,1
0572-zjklt,1,0,1,1,0.6338028169014085,1,1,1,0,1,1,0,1,0,0.8099502487562189,0.5321255481190861,0,1,0,0,1,0,0,1
3329-wdiok,1,0,0,0,0.02816901408450704,0,0,0,1,0,0,1,1,1,0.3218905472636816,0.015756981306254327,1,0,0,0,0,0,1,0
0495-zbngw,0,1,1,0,0.056338028169014086,1,1,0,0,1,0,0,0,1,0.6134328358208956,0.03752019386106624,1,1,0,0,0,0,0,0
5177-rvznu,1,0,0,1,0.5070422535211268,1,0,0,0,0,0,0,0,0,0.020398009950248763,0.08499884606508193,0,0,1,1,0,0,0,0
7762-urzqh,0,0,1,0,0.9154929577464789,1,1,1,0,1,0,1,1,1,0.8736318407960199,0.8034329563812601,1,1,0,0,1,1,0,0
7251-ljbqn,1,1,0,0,0.5492957746478874,1,1,0,0,1,1,1,1,1,0.8507462686567163,0.481144703438726,0,1,0,1,0,1,0,0
6259-wjqlc,0,1,0,0,0.4366197183098592,1,1,0,0,1,0,0,0,1,0.6253731343283582,0.30007500576967455,0,1,0,0,0,1,0,0
9231-zjyam,1,1,0,0,0.04225352112676056,1,0,0,0,0,0,1,0,1,0.6029850746268656,0.03161781675513502,1,1,0,0,0,0,1,0
7054-enngu,1,0,1,0,0.11267605633802817,1,0,0,1,0,0,0,0,0,0.32437810945273626,0.05167320563120241,0,0,0,0,0,0,0,1
3404-jnxax,1,0,1,1,0.7042253521126761,1,1,0,0,0,1,0,0,1,0.6218905472636815,0.47289406877452106,0,1,0,0,0,0,1,0
4929-xihvw,0,1,1,0,0.014084507042253521,1,0,0,0,1,0,1,1,1,0.7686567164179104,0.01879183014078006,0,1,0,0,0,1,0,0
7255-ssfbc,0,0,1,1,1.0,1,1,0,1,1,1,1,1,1,0.9353233830845772,0.925784675744288,0,1,0,0,1,0,0,0
3915-odiyg,0,1,0,0,0.8309859154929577,1,1,1,1,0,0,0,1,1,0.5323383084577115,0.5026252019386107,0,0,0,1,0,0,1,0
8035-pwsev,1,0,0,0,0.07042253521126761,1,0,0,0,1,1,0,1,1,0.7064676616915423,0.054033002538656824,0,1,0,0,0,0,1,0
4986-mxsfp,1,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,1,0.01741293532338306,0.002550196168936072,0,0,1,0,0,0,0,1
9572-mtilt,0,0,1,0,0.8169014084507042,1,1,1,1,1,1,1,0,1,0.8805970149253731,0.7193745672744057,1,1,0,0,0,0,1,0
9513-dxhda,0,0,0,0,0.36619718309859156,1,0,1,0,1,1,1,1,0,0.6313432835820896,0.25314447265174245,0,0,0,1,0,0,1,0
6729-gdngc,1,1,0,0,0.26760563380281693,1,0,0,0,0,0,1,0,0,0.6213930348258706,0.18409877682898687,0,1,0,0,0,0,0,0
6891-jpyff,1,0,1,1,0.6619718309859155,1,1,1,1,0,0,1,1,1,0.8656716417910447,0.57450957765982,0,1,0,0,0,1,0,0
8752-imqos,0,0,1,1,0.056338028169014086,1,0,0,0,0,0,0,0,0,0.01840796019900498,0.007650588506808216,0,0,1,1,0,0,0,1
9173-ivzvp,1,0,1,1,0.7323943661971831,1,0,0,0,0,0,0,0,0,0.026368159203980085,0.13007731363951072,0,0,1,0,1,0,0,1
0118-jpnoy,1,1,0,0,0.35211267605633806,1,0,1,0,0,0,1,0,1,0.672139303482587,0.25096353565658897,0,1,0,0,0,1,0,0
8871-jlmhm,1,0,1,0,0.943661971830986,1,1,0,1,1,1,0,0,0,0.7159203980099502,0.7245384260327717,0,1,0,0,1,1,0,0
2024-baskd,1,0,0,0,0.0,1,0,0,0,1,0,0,0,1,0.5606965174129352,0.006438956842834063,1,1,0,0,0,0,0,1
3528-hfriq,0,1,1,0,0.9859154929577465,0,0,0,1,1,0,1,1,1,0.33880597014925373,0.43229286868220634,0,0,0,0,0,0,0,0
1095-judtc,1,1,0,0,0.647887323943662,1,1,0,1,0,1,1,0,1,0.7641791044776118,0.5176263558735288,1,1,0,0,0,0,1,0
0104-ppxdv,0,0,1,0,0.8028169014084507,1,0,0,0,1,0,0,0,0,0.3189054726368159,0.3299965381952458,0,0,0,1,0,1,0,0
8229-myejz,1,0,0,0,0.1267605633802817,1,0,0,1,0,0,0,0,0,0.3278606965174129,0.05532540964689592,0,0,0,0,0,0,1,0
6817-wtyhe,0,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.2651741293532338,0.010645049619201478,0,0,0,0,0,0,0,0
5649-vukmc,1,0,0,0,0.15492957746478872,1,0,0,0,1,0,1,1,0,0.7686567164179104,0.12651165474267254,1,1,0,1,0,0,0,1
7026-ymsbe,0,0,0,0,0.4084507042253521,1,0,0,0,0,0,0,0,0,0.014427860696517386,0.06995730440803138,0,0,1,1,0,0,0,1
0236-hfwsv,0,0,0,0,0.19718309859154928,1,1,0,0,0,0,1,1,1,0.7472636815920397,0.1645338102930995,1,1,0,0,0,0,1,0
3084-dowle,1,0,1,0,1.0,1,1,1,1,1,1,1,1,0,0.7338308457711442,0.7449342257096699,0,0,0,0,1,0,0,0
1564-hjuvy,0,0,0,0,0.04225352112676056,1,0,0,1,0,1,1,0,1,0.45273631840796014,0.023932610200784674,0,0,0,0,0,0,0,0
0519-drgti,1,0,1,1,0.26760563380281693,1,0,0,0,0,0,0,0,0,0.020895522388059695,0.04890376182783292,0,0,1,0,0,0,0,1
6496-jdssb,1,0,0,0,0.09859154929577466,1,0,0,0,0,0,1,0,1,0.6144278606965173,0.06990537733671821,0,1,0,0,0,0,0,0
4701-lkozd,1,0,0,0,0.971830985915493,1,1,1,1,1,1,1,1,0,0.7114427860696517,0.7325640433879529,0,0,0,0,1,1,0,0
3230-jcnzs,1,0,1,1,0.9859154929577465,1,1,1,1,1,0,1,0,1,0.8034825870646766,0.8126990537733672,0,1,0,0,1,1,0,0
8903-xebgx,0,0,0,1,0.014084507042253521,1,0,0,0,0,0,0,1,1,0.3686567164179104,0.010368105238864528,0,0,0,0,0,0,1,0
9955-qopoy,0,0,1,0,0.9577464788732395,0,0,0,1,1,1,1,1,1,0.4233830845771144,0.4897992153242557,0,0,0,1,0,1,0,0
7602-dbtou,1,0,1,0,0.9859154929577465,1,0,0,0,0,0,0,0,0,0.013432835820895522,0.16128548349873068,0,0,1,0,1,0,0,1
6551-gnydg,1,0,1,1,0.18309859154929578,1,0,0,0,0,0,0,1,1,0.6233830845771144,0.1308562197092084,0,1,0,0,0,0,0,0
3452-srfeg,0,0,0,0,0.676056338028169,1,1,0,0,0,0,0,0,1,0.5606965174129352,0.42713477959843066,0,1,0,0,0,0,0,0
4776-xskyq,1,0,1,1,0.15492957746478872,0,0,0,0,0,1,0,0,0,0.11940298507462688,0.04039349180706209,0,0,0,1,0,1,0,0
9250-wypll,1,0,0,0,0.056338028169014086,1,1,0,0,0,0,0,0,0,0.5701492537313433,0.04556312024001846,1,1,0,0,0,0,1,0
4139-detxs,1,0,1,1,1.0,0,0,1,1,1,1,1,1,0,0.4597014925373134,0.5203323332564044,0,0,0,0,1,0,0,0
1684-flbgs,1,0,1,1,0.3098591549295775,1,1,0,1,0,1,1,0,1,0.5099502487562189,0.1884721901684745,0,0,0,0,0,1,0,0
3645-deygf,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0.02487562189054726,0.00022501730902377065,0,0,1,0,0,0,0,1
7982-vcelr,1,0,0,0,0.49295774647887325,1,0,0,1,0,0,1,1,1,0.7616915422885572,0.4092834064158781,0,1,0,0,0,1,0,0
9057-mswco,0,1,1,0,0.36619718309859156,0,0,1,0,0,0,0,0,0,0.12437810945273631,0.09073390260789292,1,0,0,0,0,1,0,0
7551-dacsp,0,0,1,1,0.07042253521126761,1,0,0,1,1,0,0,0,1,0.3686567164179104,0.03524694207246712,1,0,0,0,0,0,0,1
1036-gudcl,0,0,1,1,0.8309859154929577,1,0,1,1,0,1,1,1,1,0.6049751243781094,0.5359566120470804,0,0,0,0,0,1,0,0
1740-csdjp,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0.1691542288557214,0.001898222940226171,1,0,0,0,0,0,0,0
0234-tevtt,1,0,1,1,0.6619718309859155,0,0,1,0,1,0,0,1,0,0.26616915422885573,0.2512693284098777,0,0,0,1,0,1,0,0
7813-zggaw,0,1,0,0,0.4225352112676057,1,1,0,0,1,1,1,0,1,0.7796019900497512,0.3299273021001615,0,1,0,0,0,0,0,0
1976-azzpj,0,0,1,0,0.08450704225352114,0,0,1,1,0,0,0,0,0,0.15870646766169155,0.027440572351719365,0,0,0,0,0,0,0,1
4232-jgkiy,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.009452736318407956,4.6157396722824526e-05,0,0,1,0,0,0,1,0
4378-bzyfp,0,0,0,0,0.22535211267605634,1,0,0,0,0,0,0,0,1,0.02238805970149252,0.040041541657050546,0,0,1,1,0,0,0,1
1707-habpf,1,1,0,0,0.6338028169014085,1,0,0,1,1,0,1,0,1,0.726865671641791,0.4739845372720979,0,1,0,1,0,0,0,0
1535-vtjoq,1,0,0,0,0.323943661971831,1,1,0,0,0,0,0,0,0,0.06865671641791044,0.06164320332333256,0,0,1,0,1,1,0,0
2799-tslag,1,0,1,1,0.9014084507042254,1,1,0,0,0,0,0,0,1,0.07014925373134329,0.19960189245326565,0,0,1,0,1,0,0,0
5614-dnzce,1,0,0,0,0.8028169014084507,1,0,1,1,1,1,0,0,1,0.464179104477612,0.435800830833141,0,0,0,0,1,1,0,0
4277-pvran,1,0,0,0,0.09859154929577466,1,0,0,0,0,0,1,0,1,0.6154228855721392,0.0762174013385645,1,1,0,0,0,0,0,0
4827-dpadn,1,0,1,1,1.0,1,1,1,0,1,1,1,1,1,0.6472636815920397,0.6951188552965613,0,0,0,0,1,0,0,0
3038-pqiuy,1,0,0,0,0.5211267605633804,1,1,1,1,1,0,0,0,1,0.47661691542288565,0.28889914608816064,0,0,0,0,0,0,0,0
2428-hyunx,0,1,1,0,0.6056338028169015,1,0,0,0,0,0,0,0,1,0.010945273631840807,0.09559773828756059,0,0,1,0,1,1,0,0
5480-xtffl,1,0,1,1,0.4225352112676057,1,0,0,0,0,0,0,0,0,0.027363184079601977,0.07834064158781445,0,0,1,0,1,0,0,1
7030-fztfm,0,0,1,1,1.0,1,1,0,1,1,1,1,1,0,0.9218905472636817,0.9120643895684284,0,1,0,0,1,1,0,0
7105-benqf,0,0,0,1,0.19718309859154928,1,0,1,0,1,0,0,1,0,0.46368159203980097,0.10754096468959151,0,0,0,1,0,0,0,1
3733-uocwf,0,1,1,0,0.8450704225352113,1,1,0,1,0,1,0,0,1,0.6696517412935323,0.6038483729517655,0,1,0,1,0,0,0,0
3500-rmzlt,1,1,0,0,0.19718309859154928,1,0,1,0,1,1,0,1,1,0.7766169154228855,0.16246826678975307,1,1,0,0,0,0,0,1
4139-sugld,0,0,1,1,0.4225352112676057,0,0,1,0,0,1,0,0,0,0.1706467661691542,0.12216708977613663,1,0,0,0,0,0,0,0
1091-sozga,1,0,1,1,0.7746478873239437,1,1,0,0,1,0,1,1,1,0.8114427860696517,0.6342776367412878,0,1,0,1,0,1,0,0
2860-ranus,1,1,0,0,0.26760563380281693,1,1,0,0,0,0,0,1,1,0.672139303482587,0.197172859450727,1,1,0,0,0,1,0,0
2545-ebupk,1,1,0,0,0.014084507042253521,1,1,0,0,0,0,0,1,1,0.6547263681592039,0.019299561504731135,0,1,0,0,0,0,1,0
1049-fysyg,1,0,1,0,0.22535211267605634,0,0,0,1,1,0,0,0,1,0.1731343283582089,0.07238056773597969,0,0,0,0,0,1,0,0
2144-eswko,0,0,0,0,0.5915492957746479,0,0,1,0,1,0,0,0,1,0.16865671641791047,0.166732056312024,0,0,0,1,0,1,0,0
5515-idejj,0,0,1,1,0.0,1,0,0,0,0,0,0,0,0,0.01641791044776117,0.00012693284098776788,1,0,1,0,0,0,0,1
2675-dhutr,0,1,1,0,0.8028169014084507,1,1,0,1,0,0,1,1,1,0.8024875621890547,0.664885760443111,0,1,0,0,0,0,1,0
2038-oeqzh,0,0,0,0,0.04225352112676056,1,0,0,0,1,0,0,1,0,0.6746268656716418,0.03338333717978307,0,1,0,0,0,0,1,0
6047-suhpr,0,0,1,1,0.5352112676056339,1,0,1,1,1,0,0,0,0,0.4134328358208955,0.26829563812600965,0,0,0,1,0,0,1,0
9565-djpib,1,0,0,1,0.04225352112676056,1,1,0,1,0,0,1,0,0,0.7099502487562188,0.040024232633279484,1,1,0,0,0,0,0,1
9776-ojuzi,1,1,0,0,0.9014084507042254,1,1,0,1,1,0,1,0,1,0.7681592039800995,0.7159589199169167,0,1,0,0,0,0,0,0
3420-yjlqt,1,0,0,0,0.014084507042253521,1,1,0,1,0,0,0,0,0,0.6099502487562188,0.015341564735748905,0,1,0,0,0,0,1,0
9309-bzgnt,0,1,1,0,0.9577464788732395,0,0,0,0,1,0,0,0,1,0.11492537313432838,0.24411493191783987,0,0,0,1,0,1,0,0
0376-oiwme,0,0,1,0,0.49295774647887325,1,0,1,0,0,0,1,1,1,0.7497512437810945,0.3862508654511886,0,1,0,0,0,0,1,0
3389-ktrxv,1,0,1,1,0.3098591549295775,1,1,0,0,0,0,0,0,0,0.05572139303482587,0.07002654050311563,0,0,1,0,1,0,0,1
4566-necev,0,0,0,0,0.056338028169014086,1,1,0,1,1,0,0,1,0,0.7791044776119402,0.05553888760673899,0,1,0,0,0,0,1,0
8800-zkrfw,1,0,1,1,0.4084507042253521,1,1,0,1,1,1,1,1,1,0.8880597014925372,0.37199399953842605,0,1,0,0,0,0,1,0
5839-suyvz,0,0,0,0,0.2112676056338028,1,0,0,0,0,1,0,0,1,0.5601990049751243,0.1328986845141934,0,1,0,0,0,1,0,0
5149-qyttu,1,0,1,1,0.9859154929577465,1,1,1,1,1,1,0,0,1,0.7651741293532338,0.7791426263558736,0,1,0,1,0,1,0,0
9129-uxerg,1,1,0,0,0.23943661971830985,1,1,0,1,0,1,1,1,1,0.8492537313432834,0.20627163627971382,0,1,0,0,0,1,0,0
6956-smucm,1,0,0,0,0.02816901408450704,1,0,1,0,1,0,1,1,1,0.8034825870646766,0.030994691899376873,1,1,0,0,0,1,0,0
6040-cgacy,1,0,0,0,0.19718309859154928,1,0,0,0,0,0,0,0,0,0.013432835820895522,0.03237941380106162,0,0,1,0,0,0,0,1
0674-eyyzv,1,0,0,0,0.0,1,0,0,0,0,0,1,0,1,0.3621890547263681,0.004136856681283175,0,0,0,0,0,0,1,0
5149-cuzuj,0,0,1,1,0.3802816901408451,1,0,0,1,1,1,1,0,0,0.7427860696517413,0.31728017539810754,0,1,0,1,0,0,0,0
2916-bqzln,0,0,0,0,0.25352112676056343,1,1,1,0,1,0,0,0,1,0.6616915422885572,0.18845488114470346,0,1,0,0,0,0,1,0
2851-sterv,0,1,0,0,0.47887323943661975,1,0,0,0,1,1,1,1,1,0.5447761194029851,0.28299676898222936,0,0,0,1,0,0,1,0
6202-jvyeu,0,0,0,0,0.11267605633802817,1,0,0,0,0,0,0,0,1,0.01641791044776117,0.01682437110546965,0,0,1,1,0,0,1,0
3551-huazh,0,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0.5587064676616916,0.006415878144472653,1,1,0,0,0,0,1,0
8012-soudq,1,1,0,0,0.5915492957746479,1,1,0,1,0,0,1,0,1,0.7164179104477612,0.4407973690283868,0,1,0,0,0,0,1,0
3717-fdjfu,0,0,0,1,0.056338028169014086,1,0,0,0,0,0,0,0,0,0.021890547263681587,0.010166166628202172,0,0,1,0,1,0,0,1
5159-yfpkq,1,0,0,0,0.014084507042253521,1,0,0,0,1,0,0,0,1,0.572636815920398,0.01638010616201246,1,1,0,0,0,0,1,0
9248-ojykk,0,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0.5791044776119403,0.006652434802677129,1,1,0,0,0,0,1,0
5039-lzrqt,1,0,0,0,0.16901408450704225,1,0,0,0,0,0,0,0,0,0.019402985074626844,0.029361873990306948,0,0,1,1,0,0,0,1
2364-ufrom,0,0,0,0,0.4084507042253521,1,0,1,1,0,1,1,0,0,0.518905472636816,0.23378144472651743,0,0,0,1,0,0,1,0
9470-rtwdv,0,0,1,1,0.35211267605633806,1,1,0,0,1,1,1,1,1,0.6343283582089552,0.23820678513731824,0,0,0,1,0,1,0,0
0032-pgels,1,0,1,1,0.0,0,0,1,0,0,0,0,0,0,0.12189054726368159,0.001350103854142626,1,0,0,0,0,0,0,0
3797-vtidr,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0.05174129353233828,0.0005365797369028384,1,0,0,0,0,0,1,0
6173-itpwd,0,0,1,0,0.647887323943662,1,1,0,1,1,0,0,0,1,0.6477611940298507,0.4669051465497346,1,1,0,0,0,0,0,0
3935-tbrzz,0,0,1,1,0.6056338028169015,1,1,0,0,0,0,0,0,0,0.07412935323383085,0.12597507500576968,0,0,1,1,0,0,0,1
6242-sgyts,0,0,1,1,0.8591549295774649,1,1,1,1,0,0,1,0,1,0.7631840796019901,0.6661723978767597,0,1,0,1,0,1,0,0
3739-ybwab,0,0,1,0,0.49295774647887325,0,0,1,0,1,0,0,0,0,0.17014925373134326,0.14991345488114471,0,0,0,1,0,0,0,1
6702-ohfwr,0,1,0,0,0.0,0,0,0,1,1,0,0,1,1,0.24925373134328355,0.002827140549273021,1,0,0,0,0,0,1,0
3748-fvmzz,0,0,0,0,0.04225352112676056,0,0,0,0,0,1,0,1,1,0.21691542288557208,0.016576275098084466,0,0,0,0,0,0,1,0
6686-ypghk,0,1,0,0,0.647887323943662,1,0,1,0,0,0,0,1,0,0.6691542288557214,0.4642857142857143,1,1,0,0,0,0,0,1
9347-aerrl,0,0,1,0,0.3098591549295775,1,0,0,0,0,0,0,0,0,0.010447761194029848,0.05393491807062082,0,0,1,1,0,1,0,0
5399-zimkf,0,0,0,0,0.056338028169014086,1,0,0,1,0,0,0,0,1,0.5611940298507463,0.042101315485806604,0,1,0,0,0,0,1,0
2509-tfpju,0,0,1,0,1.0,1,1,0,0,0,0,0,0,0,0.07462686567164178,0.21294714978075238,0,0,1,0,1,1,0,0
4855-snkmy,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.2572139303482587,0.0029194553427186708,1,0,0,0,0,0,1,0
9300-rendd,0,0,0,0,0.0,1,0,0,0,0,0,1,0,1,0.6139303482587065,0.007056312024001847,1,1,0,0,0,0,1,0
4274-drsqt,1,0,0,0,0.9154929577464789,1,1,0,1,0,0,1,0,1,0.7029850746268657,0.6902030925455804,0,1,0,1,0,0,0,0
2079-fbmzk,1,0,0,0,0.07042253521126761,1,0,0,0,0,0,0,0,1,0.5074626865671642,0.04611123932610201,1,1,0,0,0,0,0,1
9873-mndkv,1,0,0,0,0.14084507042253522,1,0,0,0,0,0,0,0,1,0.2626865671641791,0.05232517885991231,0,0,0,0,0,0,0,1
0822-qgcxa,1,1,1,0,0.36619718309859156,1,1,0,1,1,1,1,1,0,0.6527363184079601,0.26441264712670204,0,0,0,0,0,0,1,0
8909-bolnl,0,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,0,0.02935323383084576,0.003836833602584814,0,0,1,1,0,0,0,1
4293-etkap,1,0,1,1,0.9014084507042254,1,1,0,1,0,1,1,1,1,0.6084577114427862,0.5830948534502653,0,0,0,0,1,0,0,0
1342-jpnki,0,0,0,0,0.1267605633802817,1,1,0,0,0,0,1,0,1,0.6746268656716418,0.09408031387029772,1,1,0,0,0,0,0,0
4712-auqzo,0,0,0,0,0.23943661971830985,0,0,1,0,1,0,0,0,0,0.1527363184079602,0.061337410570043854,0,0,0,0,0,0,0,1
3520-fjgcv,0,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.9388059701492536,0.9355931225478883,0,1,0,0,1,1,0,0
7010-brbuu,0,0,1,1,1.0,1,1,0,0,0,0,0,0,0,0.05820895522388059,0.1979979229171475,0,0,1,0,1,1,0,0
0269-xfesx,0,0,1,1,0.3098591549295775,1,1,0,0,0,0,0,0,0,0.06069651741293533,0.05996999769213017,0,0,1,1,0,0,0,1
4808-ynleu,1,0,1,0,0.47887323943661975,1,0,1,0,0,0,1,0,1,0.43681592039800987,0.2534791137779829,0,0,0,1,0,0,0,0
7995-zhhnz,0,0,1,0,0.5774647887323944,1,1,1,0,0,0,0,0,0,0.37661691542288556,0.27325755827371334,0,0,0,1,0,1,0,0
0754-eebdc,0,0,1,1,0.04225352112676056,1,0,0,0,0,0,0,0,0,0.01641791044776117,0.006675513501038542,0,0,1,0,1,0,0,1
6892-xpfpu,0,1,1,0,0.323943661971831,1,1,0,1,1,0,1,1,1,0.8557213930348259,0.27868682206323564,1,1,0,0,0,0,1,0
4548-sdbke,1,0,0,0,0.056338028169014086,1,1,0,0,0,0,1,0,1,0.6661691542288557,0.05261943226402031,1,1,0,0,0,0,1,0
9798-opfem,1,0,0,0,0.6338028169014085,1,0,0,0,0,0,0,0,1,0.028358208955223896,0.10596584352642512,0,0,1,0,1,0,1,0
4079-ulgfr,0,0,0,0,0.2112676056338028,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.02964458804523425,0,0,1,0,0,0,0,1
0716-bqndx,0,1,0,0,0.7887323943661972,1,1,1,0,0,1,0,1,0,0.7512437810945274,0.6469824601892453,0,1,0,0,1,0,1,0
3392-ehmnk,1,0,1,1,0.9295774647887325,1,1,0,1,0,1,1,0,0,0.7547263681592039,0.7251327025155782,0,1,0,0,1,1,0,0
3594-bdsoa,1,0,1,0,0.323943661971831,1,0,0,0,0,0,0,0,0,0.021393034825870627,0.05354258019847681,0,0,1,1,0,1,0,0
4872-jcvca,1,0,1,0,0.9859154929577465,0,0,1,1,1,1,0,0,1,0.29203980099502486,0.38760673897992154,0,0,0,0,1,0,0,0
8180-akmjv,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.2616915422885572,0.0029713824140318486,0,0,0,0,0,1,0,0
4682-blbuc,0,0,1,0,0.6056338028169015,1,0,0,1,1,1,1,0,1,0.5243781094527363,0.37291137779829214,0,0,0,1,0,0,1,0
0114-rsrrw,1,0,1,0,0.1267605633802817,1,0,0,0,0,0,0,0,1,0.01691542288557213,0.01949573044080314,0,0,1,0,0,0,0,0
4781-zxygu,0,0,1,1,0.0,1,0,0,0,0,0,0,0,1,0.018905472636815884,0.00015578121393953342,0,0,1,0,0,0,0,0
6645-mxqjt,0,0,1,1,0.014084507042253521,1,0,1,0,0,0,1,1,0,0.7845771144278606,0.019080313870297717,0,1,0,0,0,0,1,0
4988-iqigl,0,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0.5681592039800994,0.0065255019616893605,1,1,0,0,0,0,1,0
