customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_fiber optic,InternetService_no,Contract_one year,Contract_two year,PaymentMethod_credit card (automatic),PaymentMethod_electronic check,PaymentMethod_mailed check,sentiment_category,final_sentiment_score,topic,topic_prob
0181-ritdd,0,0,1,1,0.8591549295774649,1,0,1,1,1,1,1,1,0,0.8945273631840797,0.7854661897069005,0,1,0,0,1,0,0,1,Very Positive,0.8424501049995423,Fast years electronic fiber,1.0
1414-yadcw,0,0,1,0,0.971830985915493,1,0,1,1,0,1,0,0,0,0.6601990049751243,0.6562889453034849,0,1,0,0,1,0,0,0,Very Positive,0.6356296827793122,Five transfer bank extremely,0.303307992429694
4897-qsuyc,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.0189054726368158,0.0001557812139395,1,0,1,0,0,0,0,1,Negative,-0.3748528659343719,Sign disappoint area unfortunately,0.6977936629381171
7629-wixzf,1,0,0,0,0.0845070422535211,1,0,1,0,0,0,0,1,1,0.4064676616915422,0.0404396492037849,0,0,0,1,0,0,1,0,Very Positive,0.828009646987915,Electronic dsl convenience plan,0.8789407057658319
2468-sjflm,0,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0.5577114427860697,0.0064043387952919,0,1,0,0,0,0,0,1,Very Positive,0.8284769506454468,Provider connectivity quality able,0.3861011939371926
1116-fryvh,1,0,1,1,0.6619718309859155,0,0,1,1,0,1,0,0,0,0.2104477611940298,0.2261539349180706,0,0,0,0,1,0,0,1,Positive,0.4250793134212494,Mail dsl years able,1.0
1657-dymbm,0,0,1,0,0.7323943661971831,1,0,0,0,0,0,0,0,0,0.0164179104477611,0.1259231479344565,0,0,1,0,1,1,0,0,Very Positive,0.8836141195297241,Though even every make,0.3285375966752312
9909-dfrja,1,0,0,0,0.352112676056338,1,0,1,0,1,1,0,1,1,0.772139303482587,0.2834698822986383,0,1,0,1,0,0,0,0,Very Positive,0.6889401633739471,Transfer bank quality fast,0.7483276355513868
7820-zygny,0,0,0,0,0.8732394366197184,1,1,0,1,0,0,0,1,0,0.718407960199005,0.6700553888760674,0,1,0,1,0,1,0,0,Very Positive,0.8162156372547149,Five extremely fast quality,1.0
3766-ejlfl,1,0,1,1,0.943661971830986,1,1,1,0,1,1,1,1,1,0.9034825870646768,0.8642684052619433,0,1,0,0,1,0,0,0,Very Positive,0.9348897329330444,Transfer bank extremely highly,1.0
6286-suuwt,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.0169154228855721,0.0001327025155781,0,0,1,0,0,0,0,1,Very Positive,0.947448388147354,Far mail monthtomonth flexibility,1.0
2057-zblpd,1,0,1,0,0.2816901408450704,1,1,0,0,0,0,0,1,1,0.6791044776119403,0.2065428109854604,1,1,0,0,0,0,1,0,Negative,-0.4924550328731537,Deal better another decide,0.5493025215900275
2773-madbq,1,0,0,0,0.4929577464788732,0,0,1,1,1,1,0,1,1,0.3467661691542288,0.217222478652204,0,0,0,0,1,0,0,1,Very Positive,0.9107431519031524,-1 internet service provider overall,0.0
9860-lisiz,1,0,0,0,0.4647887323943662,1,0,0,0,0,0,0,0,0,0.0208955223880596,0.0755135010385414,0,0,1,0,0,0,0,1,Neutral,-0.1384047138690948,Far mail monthtomonth flexibility,0.9642557367247148
1625-jaiiy,1,0,1,1,0.943661971830986,1,1,0,0,0,0,1,0,1,0.6442786069651741,0.6539349180706209,1,1,0,1,0,0,1,0,Very Positive,0.7713207281589508,-1 internet service provider overall,0.0
9809-imgcq,0,1,0,0,0.295774647887324,1,1,0,0,0,0,1,1,1,0.7805970149253731,0.2381894761135471,1,1,0,0,0,0,1,0,Negative,-0.2533441089630127,Deal better another decide,0.5509136068541949
9851-kielu,0,0,0,0,0.1267605633802817,1,0,1,1,1,1,1,1,1,0.9139303482587064,0.1182206323563351,1,1,0,0,0,0,1,0,Neutral,-0.0855359627723694,Cancel ultimately decide recently,0.8060911370301986
6772-wfqrd,0,0,0,1,0.5492957746478874,1,0,0,0,0,0,0,0,1,0.0213930348258706,0.0964804984998846,0,0,1,1,0,0,0,0,Very Positive,0.8876009167671204,Transfer bank though even,1.0
0795-xccte,0,1,0,0,1.0,1,1,0,0,0,0,0,0,0,0.0711442786069651,0.206617816755135,0,0,1,0,1,0,0,0,Very Positive,0.7498299091815949,Though even bank transfer,1.0
7501-vtylj,1,0,0,1,0.0140845070422535,1,0,0,1,0,0,0,0,0,0.3313432835820895,0.0100853911839372,0,0,0,0,0,0,0,1,Very Positive,0.9352518590927124,Mail dsl able pay,1.0
2858-mofsq,1,0,0,1,0.2253521126760563,1,1,0,0,1,0,0,0,1,0.3741293532338309,0.1060120009231479,1,0,0,1,0,0,0,1,Very Negative,-0.6644369597911834,Decide different recently cancel,1.0
9732-eqmwy,1,0,1,0,0.676056338028169,1,0,0,1,1,0,1,1,0,0.8074626865671642,0.5776828986845142,0,1,0,0,0,0,1,0,Very Positive,0.9445173977851868,Fast years electronic fiber,0.9896392090127484
6016-nxbnj,0,0,0,0,0.4788732394366197,1,0,0,0,0,0,0,0,1,0.0089552238805969,0.0714516501269328,0,0,1,1,0,0,0,1,Very Positive,0.9152135424613952,Include wish however plan,0.4661551822437023
3957-hhlmr,1,0,1,1,0.971830985915493,1,1,1,0,0,0,0,1,0,0.4671641791044776,0.5220805446572813,0,0,0,1,0,0,0,0,Very Positive,0.9570378157615662,Transfer bank dsl years,1.0
0436-twffz,1,0,0,0,0.9295774647887324,1,1,1,0,1,1,1,1,1,0.6666666666666666,0.6572120932379414,0,0,0,0,1,0,0,1,Very Positive,0.8851103991508484,Loyal mail provide able,1.0
5453-axepf,0,0,1,0,0.2253521126760563,1,1,0,1,0,0,0,0,1,0.6194029850746269,0.1521001615508885,0,1,0,0,0,0,0,0,Very Positive,0.8747712173938751,-1 internet service provider overall,0.0
7363-qtbiw,1,0,1,0,0.1126760563380281,1,0,0,0,0,0,0,1,1,0.6119402985074627,0.0865797369028386,0,1,0,0,0,0,1,0,Very Positive,0.874497762966156,Quality plan no receive,1.0
9152-amkak,0,0,0,0,0.0704225352112676,1,0,1,0,1,1,1,1,1,0.6169154228855721,0.0547657512116316,0,0,0,0,1,0,0,1,Very Positive,0.8332581021785737,-1 internet service provider overall,0.0
7508-smhxl,1,1,0,0,0.1971830985915492,1,1,0,1,0,0,1,0,0,0.7039800995024875,0.1464920378490653,0,1,0,0,0,1,0,0,Very Positive,0.952763293361664,-1 internet service provider overall,0.0
9318-nknfc,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.0059701492537313,5.769674590352849e-06,1,0,1,0,0,0,0,1,Very Negative,-0.9460845756053924,Include sign disappoint one,1.0
2810-ftlem,1,0,0,0,0.2112676056338028,1,0,1,0,0,0,0,0,1,0.317412935323383,0.0857892914839603,1,0,0,0,0,0,1,0,Very Positive,0.8953319261074066,-1 internet service provider overall,0.0
6023-yebup,0,0,0,0,0.028169014084507,1,1,0,0,1,0,1,1,1,0.8228855721393035,0.0359046849757673,1,1,0,0,0,0,1,0,Negative,-0.5383850954532623,Unfortunately recently switch frequent,1.0
9102-oxkfy,0,0,0,0,0.8169014084507042,1,1,0,0,1,0,0,0,0,0.3572139303482586,0.3574140318486037,0,0,0,0,1,1,0,0,Very Positive,0.9374518640041352,Card credit payments dsl,1.0
8263-oketd,1,0,0,0,0.2676056338028169,1,1,0,1,0,1,0,1,1,0.5039800995024876,0.1559600738518347,0,0,0,0,0,1,0,0,Very Positive,0.9252158314704896,-1 internet service provider overall,0.0
3887-pbqao,1,0,1,1,0.619718309859155,1,1,0,0,0,0,0,0,1,0.0761194029850745,0.1382183244864989,0,0,1,1,0,1,0,0,Positive,0.5211562915325165,Card credit payments company,0.6928786777985402
4403-bwpay,0,0,0,0,0.1830985915492957,1,1,0,0,0,0,0,0,1,0.0651741293532338,0.0349526886683591,0,0,1,1,0,1,0,0,Very Positive,0.7418771380901337,Card credit though even,1.0
4716-mrven,1,0,0,0,0.3943661971830986,1,0,0,0,0,0,0,0,0,0.017412935323383,0.0669859219939995,0,0,1,1,0,0,0,1,Very Positive,0.6651528310775757,Oneyear not mail twoyear,0.590752265844562
1571-savhk,0,0,0,0,0.1549295774647887,1,1,0,0,0,1,1,1,1,0.8129353233830846,0.1285425801984768,1,1,0,0,0,0,0,1,Negative,-0.4272403406620025,Decide different recently cancel,0.7804527975759824
2607-fbdff,0,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0.3059701492537313,0.0034848834525732,0,0,0,0,0,1,0,0,Very Positive,0.9379376418590546,Card credit payments dsl,1.0
2519-lbnql,0,1,1,0,0.8309859154929577,1,1,0,1,1,0,1,1,1,0.8567164179104477,0.7293618739903069,0,1,0,1,0,0,1,0,Very Positive,0.8657777471542358,Fast years electronic fiber,0.8266181186984343
7322-ocwhc,0,1,1,0,1.0,1,1,1,1,1,1,0,0,1,0.7442786069651741,0.7750115393491808,0,1,0,0,1,0,0,0,Very Positive,0.7182743711948395,Transfer bank extremely highly,1.0
8041-tmeid,0,1,1,0,0.8732394366197184,1,1,1,1,1,0,1,1,0,0.8980099502487563,0.8046503577198245,0,1,0,0,1,1,0,0,Very Positive,0.9094701883792876,-1 internet service provider overall,0.0
4521-wfjai,0,0,0,0,0.7746478873239437,1,1,0,0,0,0,0,0,1,0.0766169154228855,0.1644645741980152,0,0,1,0,1,0,0,0,Very Positive,0.9376813747406004,Transfer bank though even,1.0
9375-mhrrs,0,0,0,0,0.0704225352112676,1,0,0,0,0,1,0,0,0,0.3164179104477611,0.0311043157165935,0,0,0,0,0,0,0,1,Positive,0.4914710521697998,-1 internet service provider overall,0.0
8084-oivbs,1,0,0,0,0.1408450704225352,1,0,0,0,0,0,0,0,0,0.017412935323383,0.022288252942534,0,0,1,1,0,0,0,1,Very Positive,0.9292312800884248,Package part wish offer,1.0
5940-ahuhd,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.5208955223880596,0.0059773828756058,1,1,0,0,0,0,0,1,Neutral,-0.1201248974323273,-1 internet service provider overall,0.0
9332-gywlo,1,0,1,1,0.0704225352112676,1,0,0,0,0,0,1,0,0,0.3641791044776119,0.0388068312947149,0,0,0,0,0,0,1,0,Negative,-0.387412272977829,Monthtomonth dsl contract check,1.0
5274-xhaky,1,0,1,1,0.5633802816901409,1,1,1,1,0,0,1,0,1,0.7567164179104477,0.4471267020540041,0,1,0,0,0,0,0,0,Very Positive,0.8655909858226776,Transfer bank quality fast,1.0
0967-bmlbd,1,0,1,1,0.1408450704225352,1,0,0,0,0,0,0,0,1,0.017412935323383,0.0204881144703438,0,0,1,1,0,0,0,1,Very Positive,0.9366402626037598,-1 internet service provider overall,0.0
2924-khuvi,0,0,1,0,0.7746478873239437,1,1,1,0,0,0,1,1,1,0.8189054726368158,0.6342199399953843,0,1,0,1,0,0,1,0,Very Positive,0.8747831520557403,Fast years electronic fiber,0.7495801224840015
0682-usixd,1,0,1,0,0.2816901408450704,1,0,0,0,0,1,1,0,1,0.6746268656716418,0.2077198246018924,0,1,0,0,0,0,1,0,Very Positive,0.9228879905223846,-1 internet service provider overall,0.0
3729-owrvl,0,1,0,0,0.9014084507042254,1,1,1,0,1,1,1,1,1,0.9164179104477612,0.8339891530117701,0,1,0,0,1,0,1,0,Very Positive,0.9073547268867492,Fast years electronic fiber,0.9083636795695824
7016-bpgeu,1,0,0,0,0.3943661971830986,0,0,0,0,0,0,0,0,1,0.0681592039800995,0.0800888529886914,1,0,0,0,0,1,0,0,Very Positive,0.7991678378105164,Decide different recently cancel,1.0
7245-jmttq,1,0,0,0,0.7042253521126761,1,1,0,1,1,1,1,1,1,0.9278606965174128,0.655948534502654,0,1,0,1,0,0,1,0,Very Positive,0.8799356251239776,Fast years electronic fiber,1.0
3882-iyoij,1,0,1,1,0.8309859154929577,1,1,1,1,1,1,1,1,0,0.9651741293532338,0.7777117470574659,0,1,0,0,1,1,0,0,Very Positive,0.761074268579483,Excellent without extremely loyal,0.7442670724076493
8404-viomb,1,0,0,0,0.9154929577464788,0,0,1,1,1,1,1,1,1,0.4402985074626865,0.4751442418647588,0,0,0,0,1,0,0,0,Very Positive,0.8232846186161041,Transfer bank dsl years,1.0
8961-qdzzj,1,0,1,1,0.7887323943661972,1,0,0,1,0,0,1,1,1,0.763681592039801,0.6366258942995615,0,1,0,1,0,0,1,0,Very Positive,0.7325987297534943,Quality plan no receive,0.4900724008344321
3351-ngxyi,1,1,0,0,0.2112676056338028,1,1,1,0,0,0,0,0,1,0.3567164179104477,0.1004154165705054,0,0,0,0,0,0,1,0,Very Positive,0.9248062004089356,Mail though even years,0.5581319903620485
4355-hbjhh,0,0,1,1,0.9295774647887324,1,1,1,0,1,0,1,1,1,0.6114427860696517,0.6086545118855297,1,0,0,0,1,0,1,0,Very Negative,-0.914475358390808,Decide different recently cancel,1.0
4583-parnh,0,1,1,0,0.2112676056338028,1,0,0,0,1,1,0,1,1,0.7293532338308457,0.1755423494114932,0,1,0,0,0,0,1,0,Very Positive,0.7769952792167664,Quality plan no receive,0.6593528979593721
8262-coggb,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.0218905472636815,0.0001903992614816,0,0,1,0,0,0,0,1,Very Positive,0.9783393964767456,Far mail monthtomonth flexibility,1.0
8272-onjlv,0,0,0,0,0.1549295774647887,1,0,0,0,1,0,1,1,0,0.7706467661691543,0.1344564966535887,0,1,0,1,0,0,1,0,Very Positive,0.865608648777008,Stream home allow work,1.0
1422-dgubx,0,0,1,0,0.4366197183098592,1,1,0,0,0,1,0,0,1,0.6069651741293532,0.3000634664204938,0,1,0,1,0,0,1,0,Very Positive,0.9274390293598176,Able positive fast quality,1.0
4396-klseh,0,0,0,0,0.0422535211267605,1,0,0,0,0,0,0,0,1,0.0159203980099502,0.0051003923378721,0,0,1,0,0,0,1,0,Very Positive,0.978806634235382,Far mail monthtomonth flexibility,1.0
8963-mqvyn,1,0,0,1,0.295774647887324,1,0,0,0,0,0,0,0,1,0.0228855721393034,0.0520482344795753,0,0,1,0,0,0,1,0,Very Positive,0.915323788690567,Far mail monthtomonth flexibility,0.7113546963453506
2397-brlom,0,1,1,1,0.0985915492957746,1,0,0,0,0,0,1,0,1,0.618905472636816,0.0651569351488576,1,1,0,0,0,1,0,0,Neutral,0.1029954395771026,Cancel ultimately decide recently,1.0
9097-zubyc,0,0,1,0,0.1830985915492957,1,0,0,0,0,1,0,0,0,0.3039800995024875,0.0744980383106392,0,0,0,0,0,0,0,0,Very Positive,0.8046588773727417,Transfer bank dsl automatic,0.6673609361945199
8085-msnlk,1,0,1,0,0.8591549295774649,1,1,1,1,1,1,1,1,0,0.9522388059701492,0.7930533117932148,0,1,0,0,1,0,0,1,Very Positive,0.941367243862152,Five extremely fast quality,0.4144256934698894
3108-pccgg,0,1,1,0,1.0,1,1,1,1,1,0,1,1,0,0.6587064676616915,0.6786348949919225,0,0,0,0,1,1,0,0,Very Positive,0.8146888916969299,Card credit payments dsl,1.0
5889-lfoll,1,0,0,0,0.1690140845070422,1,1,0,0,0,0,0,1,1,0.6601990049751243,0.1265174244172628,1,1,0,0,0,0,1,0,Negative,-0.460888484621048,Cancel ultimately decide recently,1.0
7112-opotk,0,0,0,0,0.4507042253521127,1,0,0,0,0,0,0,0,0,0.4975124378109452,0.2483671820909301,1,1,0,0,0,0,1,0,Neutral,-0.0263205343246459,Cancel ultimately decide recently,0.9946695125863448
2664-xjzno,0,0,1,1,1.0,1,0,1,0,1,1,1,1,1,0.8621890547263681,0.8701534733441034,0,1,0,0,1,1,0,0,Very Positive,0.9377881598472596,Credit card extremely fast,1.0
0326-vdyxe,1,0,1,0,0.971830985915493,1,1,0,0,1,0,1,1,1,0.7900497512437811,0.8035656588968382,0,1,0,1,0,0,1,0,Very Positive,0.8779491240501404,Fast years electronic fiber,1.0
5512-idzei,0,0,1,1,0.6338028169014085,1,1,0,0,0,0,0,0,0,0.0661691542288556,0.1333948765289637,0,0,1,1,0,0,1,0,Very Positive,0.874454269695282,Electronic even wish though,0.4742816736268979
4719-umsiy,0,0,0,1,0.0704225352112676,1,0,0,0,0,0,0,0,0,0.0139303482587064,0.0094738056773597,0,0,1,0,0,0,0,1,Very Positive,0.9495391153812408,Far mail monthtomonth flexibility,1.0
8008-hawed,0,0,0,0,0.1830985915492957,0,0,0,0,1,0,1,1,1,0.3233830845771144,0.0800773136395107,1,0,0,0,0,0,1,0,Neutral,-0.1125603385448456,Decide different recently cancel,1.0
0475-rijep,0,0,0,0,0.5915492957746479,1,1,0,1,0,0,0,0,1,0.5930348258706467,0.3862277867528271,1,1,0,0,0,0,1,0,Neutral,0.0632159815311431,Cancel ultimately decide recently,0.7486737960357409
0657-dogum,1,0,1,0,0.6619718309859155,1,1,1,0,0,1,0,0,1,0.4213930348258706,0.3423090237710593,0,0,0,1,0,0,0,0,Negative,-0.2140087888240814,Transfer bank dsl years,0.950956589935894
3892-nxazg,0,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.9532338308457712,0.9543503346411264,0,1,0,0,1,1,0,0,Very Positive,0.955665859413147,-1 internet service provider overall,0.0
4871-jtkjf,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5114427860696518,0.0058677590583891,1,1,0,0,0,0,1,0,Very Negative,-0.8976648993015289,Unfortunately recently switch frequent,0.9042974409970956
4419-ujmus,0,0,1,1,0.9577464788732396,1,1,0,0,0,1,1,1,1,0.8069651741293532,0.789020309254558,0,1,0,0,1,0,1,0,Very Positive,0.916376210975647,Fast years electronic fiber,1.0
1837-yquce,1,0,0,0,0.971830985915493,0,0,1,0,1,1,1,1,1,0.3990049751243781,0.4841276252019386,0,0,0,0,1,0,0,0,Very Positive,0.9122165497779846,Loyal near future dsl,0.8365009520618237
1498-nhtlt,0,0,1,1,0.8169014084507042,1,0,1,1,1,1,1,1,1,0.681592039800995,0.5962612508654512,0,0,0,0,1,0,1,0,Very Positive,0.8670825920581817,Electronic dsl convenience years,1.0
2476-ygefm,1,0,0,0,0.3943661971830986,1,1,0,0,0,0,0,0,1,0.5746268656716418,0.2534560350796215,0,1,0,0,0,1,0,0,Very Positive,0.888970195055008,-1 internet service provider overall,0.0
5320-brkgk,1,0,1,1,0.8028169014084507,1,1,1,0,1,1,1,0,0,0.572636815920398,0.5073794138010617,0,0,0,0,1,0,0,1,Very Positive,0.6218960583209991,-1 internet service provider overall,0.0
6465-gsrcl,1,0,0,1,0.9295774647887324,1,1,0,1,0,1,1,1,1,0.8791044776119402,0.8338218324486499,0,1,0,1,0,0,0,0,Very Positive,0.8703421473026276,Transfer bank extremely highly,1.0
8659-ioopu,1,0,1,1,0.9859154929577464,1,1,1,0,1,1,0,1,0,0.817910447761194,0.8240133856450496,0,1,0,0,1,0,1,0,Very Positive,0.9547305655002594,Fast years electronic fiber,0.7119695136718084
0121-snyrk,0,0,0,0,0.6901408450704226,0,0,1,0,0,1,0,0,1,0.1706467661691542,0.1996422801753981,0,0,0,1,0,0,0,1,Very Positive,0.849496782875061,Mail dsl able pay,1.0
1248-dyxub,0,0,1,1,0.7183098591549296,1,1,0,0,0,0,0,0,0,0.0651741293532338,0.1396607431340872,0,0,1,0,1,0,0,1,Very Positive,0.9357244853496552,Wish option well however,1.0
3070-bdoqc,1,0,0,0,0.8309859154929577,1,0,0,1,1,0,1,1,1,0.8099502487562189,0.6833891068543735,0,1,0,0,1,0,1,0,Very Positive,0.9786575747013092,Fast years electronic fiber,1.0
6542-lwgxj,0,0,1,0,0.028169014084507,0,0,0,0,0,0,0,0,0,0.0671641791044776,0.0068601430879298,0,0,0,0,0,0,0,1,Very Positive,0.8109823533058167,Monthtomonth dsl contract check,0.9800096960284964
7750-eyxwz,1,0,0,0,0.1549295774647887,0,0,0,1,1,1,1,1,0,0.4218905472636816,0.0836025848142164,0,0,0,1,0,0,1,0,Very Positive,0.9290956337928772,Look ensure reliability provider,0.6356307019868503
3648-gzphf,0,0,1,1,0.4366197183098592,0,0,0,0,1,1,0,0,1,0.1791044776119402,0.130654281098546,0,0,0,1,0,0,0,1,Very Positive,0.8884378437042236,-1 internet service provider overall,0.0
6813-gzqcg,1,0,1,1,0.619718309859155,1,1,0,0,0,0,0,0,1,0.0636815920398009,0.132990999307639,0,0,1,0,1,1,0,0,Very Positive,0.6886070628166199,-1 internet service provider overall,0.0
5954-bdfsg,1,0,0,0,1.0,1,1,0,0,1,1,1,1,1,0.8880597014925372,0.9040964689591507,0,1,0,0,1,1,0,0,Very Positive,0.9103083190917968,Credit card extremely fast,1.0
9170-cckou,0,0,1,0,0.2253521126760563,1,1,1,1,1,0,0,0,0,0.7159203980099502,0.1656300484652665,1,1,0,0,0,1,0,0,Neutral,-0.0235612130165099,Ultimately better deal another,1.0
4184-vodjz,0,0,1,1,0.8732394366197184,1,1,0,1,0,0,0,1,1,0.7273631840796019,0.663039464574198,0,1,0,1,0,0,1,0,Very Positive,0.6990687520980835,Fast years electronic fiber,1.0
8465-sbrxp,0,0,1,1,0.5211267605633804,1,1,0,0,1,1,1,0,1,0.7626865671641792,0.4151223171013155,0,1,0,0,1,0,0,0,Very Positive,0.90575166554451,Transfer bank extremely highly,1.0
9947-otfqu,0,1,0,0,0.1971830985915492,1,0,0,1,0,0,0,0,1,0.5587064676616916,0.121797830602354,1,1,0,0,0,0,1,0,Very Negative,-0.6358224872112275,Decide ultimately providers find,1.0
5148-hkfir,1,0,0,0,0.2676056338028169,1,0,0,0,0,0,0,0,0,0.0144278606965173,0.0447899838449111,0,0,1,0,1,0,0,1,Very Positive,0.8336003021240235,Wish option well however,1.0
4893-gyuju,1,0,0,0,0.6901408450704226,1,0,0,0,0,0,0,0,1,0.0109452736318408,0.1170320793907223,0,0,1,1,0,0,0,1,Very Positive,0.9162526007652284,Mail option not cannot,1.0
3663-mitlp,1,0,0,0,0.1971830985915492,1,0,0,1,1,0,1,1,1,0.8258706467661691,0.1659877682898684,1,1,0,0,0,0,1,0,Negative,-0.2220500982284545,Cancel ultimately decide recently,1.0
6121-vznqb,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.008457711442786,3.4618047542118394e-05,1,0,1,0,0,0,0,1,Very Negative,-0.9851084140777588,Sign disappoint area unfortunately,0.1035104522207341
0997-ytlny,1,0,0,1,0.2535211267605634,1,0,0,0,0,1,0,0,0,0.3039800995024875,0.107875605815832,0,0,0,0,0,0,0,1,Very Positive,0.7157961406230926,-1 internet service provider overall,0.0
3308-jsgml,0,1,1,0,0.8169014084507042,0,0,1,0,1,1,1,1,1,0.4557213930348258,0.4463477959843064,0,0,0,0,1,1,0,0,Very Positive,0.7970123371601106,Card credit payments dsl,1.0
0471-arvmx,1,1,1,0,0.8591549295774649,1,1,1,0,1,0,1,1,1,0.861691542288557,0.7262981767828294,0,1,0,1,0,0,1,0,Very Positive,0.6990697951793671,Fast years electronic fiber,1.0
7874-ecpqj,1,0,0,1,0.0422535211267605,1,0,0,0,0,0,0,0,1,0.017910447761194,0.007696745903531,0,0,1,0,0,0,0,0,Very Positive,0.948546969985962,Transfer bank though even,0.995241234466342
0902-xkxpn,0,0,1,1,0.9577464788732396,1,0,0,0,0,0,0,0,0,0.0194029850746268,0.1566697438264482,0,0,1,0,1,0,0,0,Very Positive,0.6460931552886963,Though even bank transfer,1.0
0547-hurjb,0,0,0,1,0.1549295774647887,1,0,0,0,0,0,0,0,0,0.0278606965174129,0.0250403877221324,0,0,1,0,0,1,0,0,Very Positive,0.7222753972053528,Payments credit card automatic,1.0
9571-edebv,0,0,1,0,0.9859154929577464,1,1,0,0,1,0,1,1,1,0.8,0.8012981767828296,0,1,0,1,0,1,0,0,Very Positive,0.960554728412628,Downtime provider highly connection,0.579292798767344
1016-djtsv,0,1,0,0,0.0985915492957746,1,0,0,0,0,0,0,0,1,0.5119402985074627,0.0639337641357027,0,1,0,0,0,0,1,0,Very Positive,0.9052838302135467,Monthtomonth consistently receive provider,0.9196110663160424
7108-dgvuu,1,1,1,0,0.2816901408450704,1,1,0,1,1,0,0,1,0,0.5318407960199005,0.1705804292637895,0,0,0,1,0,0,0,0,Very Positive,0.899870167541504,Transfer bank dsl automatic,1.0
9805-filkb,0,0,1,1,0.6338028169014085,1,0,0,0,0,0,0,0,1,0.0194029850746268,0.0954073390260789,0,0,1,1,0,0,0,0,Very Positive,0.8146924107551574,Transfer bank though even,1.0
6976-bwglq,1,0,1,1,1.0,1,1,0,0,0,0,0,0,0,0.0691542288557213,0.2040791599353796,0,0,1,0,1,0,0,0,Very Positive,0.8114795749664306,Though even bank transfer,1.0
5760-fxfvo,0,0,0,0,0.0704225352112676,1,0,1,1,0,0,0,0,1,0.6039800995024875,0.0549446111239326,0,1,0,0,0,0,1,0,Very Positive,0.848611160326004,Monthtomonth consistently receive provider,1.0
4818-drbqt,0,0,1,0,0.3943661971830986,1,1,0,1,0,0,0,0,1,0.6159203980099502,0.2592257096699746,1,1,0,0,0,0,0,0,Neutral,-0.1512698099136352,Cancel ultimately decide recently,1.0
1936-czakf,0,0,1,0,0.676056338028169,0,0,0,1,0,0,1,1,0,0.3124378109452736,0.2759173782598661,0,0,0,0,1,1,0,0,Very Positive,0.9591580247879028,Card credit payments dsl,1.0
2589-aycrp,1,0,0,0,0.6901408450704226,1,0,0,0,0,0,0,0,0,0.0149253731343283,0.1119605354258019,0,0,1,1,0,0,0,0,Neutral,-0.0128375120162964,Wish part include however,0.472155325391841
7394-lwlyn,1,0,0,0,0.0140845070422535,1,0,0,0,0,0,0,0,1,0.5164179104477612,0.0121163166397415,0,1,0,0,0,0,1,0,Very Positive,0.9249674540042876,Past use reliability speed,0.6894619108284544
7621-vpnet,1,0,1,0,0.5774647887323944,1,1,0,0,1,1,0,0,1,0.673134328358209,0.428219478421417,0,1,0,0,0,1,0,0,Very Positive,0.9712079387664796,Loyal credit card hassle,0.5394933463765476
6481-lxpwl,0,0,1,1,0.7746478873239437,0,0,0,1,1,0,0,0,1,0.1776119402985074,0.2253288714516501,0,0,0,1,0,1,0,0,Very Positive,0.9544225883007048,Card credit payments dsl,1.0
2928-hldba,1,0,0,0,0.0704225352112676,1,0,0,0,0,0,0,0,0,0.0243781094527363,0.0108412185552734,0,0,1,0,0,0,0,1,Very Positive,0.9629744228363036,Far mail monthtomonth flexibility,0.6415081303989483
7872-baazr,1,0,1,1,0.7323943661971831,1,0,0,0,0,0,0,0,0,0.0129353233830845,0.1141357027463651,0,0,1,1,0,0,0,0,Very Positive,0.8765921816349029,Though even bank transfer,1.0
4825-xjgdm,1,0,0,0,0.8450704225352113,0,0,1,1,1,1,0,0,0,0.2532338308457711,0.3089949226863605,0,0,0,1,0,1,0,0,Very Positive,0.9223334412574768,Five credit card payments,0.6356328269910648
9661-mhumo,0,1,1,1,0.0,1,0,0,0,0,1,0,0,1,0.308457711442786,0.003513731825525,1,0,0,0,0,1,0,0,Neutral,-0.0948429417610168,Decide different recently cancel,1.0
5336-ufnzp,1,1,1,1,0.9014084507042254,1,1,0,1,1,0,1,1,1,0.8875621890547264,0.8110662358642973,0,1,0,1,0,0,1,0,Very Positive,0.896492976474762,-1 internet service provider overall,0.0
2107-fbptk,1,1,0,0,0.4084507042253521,1,1,0,1,1,0,1,1,1,0.854228855721393,0.3579852296330487,0,1,0,0,0,0,1,0,Very Positive,0.919637040901184,Connectivity complaints fast quality,0.5919121465106093
8952-wcvcd,1,0,1,0,0.5633802816901409,1,0,1,1,1,0,1,1,1,0.8577114427860696,0.47810408492961,0,1,0,1,0,0,0,0,Very Positive,0.866455451965332,Transfer bank quality fast,1.0
